Entry ID,Date,Year,State,Local Government Area,Cases,Deaths,Confirmed,Hospitalised/Treated ,CFR (%),M/F,Age,OCV Delivered,Population,"Cases/100,000","Deaths/100,000",IDP/Displacement,Socio-cultural,Food/Water,Environmental,Rural/Urban,Sanitation & Hygiene,Education,Occupation,Household/Setting,Conflict (Y),Interventions ,Aid,Reference
,,,Borno,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Federal Capital Territory ,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Nasarawa,,8,,,,,,,,"195,874,740",0.0041,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,136,,,,,,,,"195,874,740",0.0694,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-4-15-1,15 Apr,2018,,,615,3,16,,0.488,,,,"195,874,740",0.3140,0.0015,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ekiti,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-4-22-1,22 Apr,2018,,,599,3,12,,0.501,,,,"195,874,740",0.3058,0.0015,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,523,,,,,,,,"195,874,740",0.2670,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,8,,,,,,,,"195,874,740",0.0041,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,38,,,,,,,,"195,874,740",0.0194,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-4-29-1,29 Apr,2018,,,527,4,2,,0.759,,,,"195,874,740",0.2690,0.0020,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,371,,,,,,,,"195,874,740",0.1894,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,9,,,,,,,,"195,874,740",0.0046,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,128,,,,,,,,"195,874,740",0.0653,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,15,,,,,,,,"195,874,740",0.0077,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-4-29-2,29 Apr,2018,,,297,2,32,,0.673,,,,"195,874,740",0.1516,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,218,,,,,,,,"195,874,740",0.1113,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,36,,,,,,,,"195,874,740",0.0184,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Federal Capital Territory ,,34,,,,,,,,"195,874,740",0.0174,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-5-6-1,6 May,2018,,,733,0,8,,0.000,,,,"195,874,740",0.3742,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,695,,,,,,,,"195,874,740",0.3548,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,29,,,,,,,,"195,874,740",0.0148,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Federal Capital Territory ,,16,,,,,,,,"195,874,740",0.0082,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,Bade,,,,,,,,"252,872",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-5-9-1,9 May,2018,Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Birshi,,,,,,,,"70,044",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Amar A,,,,,,,,"93,495",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Amar B,,,,,,,,"109,718",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Dango,,,,,,,,"41,780",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kan Kade,,,,,,,,"26,997",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Iya,,,,,,,,"147,798",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dawaki,,,,,,,,"72,338",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Hardo,,,,,,,,"53,711",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kangere,,,,,,,,"52,200",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kundun Durum,,,,,,,,"58,055",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Makama A,,,,,,,,"80,296",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Makama B,,,,,,,,"42,546",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Miri,,,,,,,,"101,468",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Liman Katagum,,,,,,,,"65,498",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Tirwun,,,,,,,,"134,350",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-5-12-1,12 May,2018,Adamawa,,"1,500",25,,,1.667,,,"378,800","195,874,740",0.7658,0.0128,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA18-5-20-1,20 May,2018,,,190,17,17,,8.947,,,,"195,874,740",0.0970,0.0087,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,100,,,,,,,,"195,874,740",0.0511,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,22,,,,,,,,"195,874,740",0.0112,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,,Kukawa,19,,,,,,,,"195,874,740",0.0097,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Federal Capital Territory ,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,44,,,,,,,,"195,874,740",0.0225,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,Mubi North,143,12,,,8.392,,,,"195,874,740",0.0730,0.0061,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,Yobe,,"3,000",50,,,1.667,,,,"195,874,740",1.5316,0.0255,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA18-5-21-1,21 May,2018,Yobe,,404,15,16,,3.713,,,,"195,874,740",0.2063,0.0077,IDP camp,,,,,,,,,Y,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Bade,379,15, ,,3.958,,,,"195,874,740",0.1935,0.0077,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Karasuwa,16,,,,,,,,"195,874,740",0.0082,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Kalusko,4,,,,,,,,"195,874,740",0.0020,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Yusufari,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Bursari,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA18-5-27-1,27 May,2018,,,832,8,8,,0.962,,,,"195,874,740",0.4248,0.0041,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,382,,,,,,,,"195,874,740",0.1950,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,324,,,,,,,,"195,874,740",0.1654,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno ,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,22,,,,,,,,"195,874,740",0.0112,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,72,,,,,,,,"195,874,740",0.0368,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,12,,,,,,,,"195,874,740",0.0061,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-5-27-2,27 May,2018,Adamawa,,482,13,,,2.697,,,,"195,874,740",0.2461,0.0066,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi South ,247,6,,,2.429,,,,"195,874,740",0.1261,0.0031,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi North,235,7,,,2.979,,,,"195,874,740",0.1200,0.0036,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA18-6-3-1,3 Jun,2018,,,910,6,12,,0.659,,,,"195,874,740",0.4646,0.0031,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,423,,,,,,,,"195,874,740",0.2160,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,344,,,,,,,,"195,874,740",0.1756,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,11,,,,,,,,"195,874,740",0.0056,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,37,,,,,,,,"195,874,740",0.0189,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,75,,,,,,,,"195,874,740",0.0383,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-6-3-2,3 Jun,2018,Borno,,808,3,87,,0.371,,,,"195,874,740",0.4125,0.0015,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Kukawa,769,,,,,,,,"195,874,740",0.3926,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Banki,31,,,,,,,,"195,874,740",0.0158,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,El-minskin,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Damboa,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA18-6-7-1,7 Jun,2018,Plateau,,93,3,,,3.226,,,,"195,874,740",0.0475,0.0015,,,,,,Sanitation,,,,,,,https://promedmail.org/promed-posts/
NGA18-6-10-1,10 Jun,2018,,,800,7,22,,0.875,,,,"195,874,740",0.4084,0.0036,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,101,,,,,,,,"195,874,740",0.0516,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,268,,,,,,,,"195,874,740",0.1368,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,7,,,,,,,,"195,874,740",0.0036,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,42,,,,,,,,"195,874,740",0.0214,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,131,,,,,,,,"195,874,740",0.0669,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,251,,,,,,,,"195,874,740",0.1281,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-6-10-1,10 Jun,2018,Adamawa,,"1,227",20,44,,1.630,,,,"195,874,740",0.6264,0.0102,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi South ,693,9,,,1.299,,,,"195,874,740",0.3538,0.0046,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi North,526,11,,,2.091,,,,"195,874,740",0.2685,0.0056,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Hong,5,,,,,,,,"195,874,740",0.0026,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Maiha,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA18-6-17-1,17 Jun,2018,,,725,9,9,,1.241,,,,"195,874,740",0.3701,0.0046,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,80,,,,,,,,"195,874,740",0.0408,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,323,,,,,,,,"195,874,740",0.1649,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,42,,,,,,,,"195,874,740",0.0214,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kogi,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,19,,,,,,,,"195,874,740",0.0097,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,238,,,,,,,,"195,874,740",0.1215,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-6-24-1,24 Jun,2018,,,828,9,9,,1.087,,,,"195,874,740",0.4227,0.0046,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,29,,,,,,,,"195,874,740",0.0148,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,183,,,,,,,,"195,874,740",0.0934,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,27,,,,,,,,"195,874,740",0.0138,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Federal Capital Territory ,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Gombe,,41,,,,,,,,"195,874,740",0.0209,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Jigawa,,13,,,,,,,,"195,874,740",0.0066,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,11,,,,,,,,"195,874,740",0.0056,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,110,,,,,,,,"195,874,740",0.0562,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,45,,,,,,,,"195,874,740",0.0230,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kogi,,4,,,,,,,,"195,874,740",0.0020,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,24,,,,,,,,"195,874,740",0.0123,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,339,,,,,,,,"195,874,740",0.1731,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-6-24-2,24 Jun,2018,Adamawa,,"1,412",25,47,,1.771,,"710 cases <15yrs, 437 cases 15-34yrs",,"195,874,740",0.7209,0.0128,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi South ,819,12,,,,,,,"195,874,740",0.4181,0.0061,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Mubi North,565,13,,,,,,,"195,874,740",0.2884,0.0066,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Maiha,21,,,,,,,,"195,874,740",0.0107,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Hong,7,,,,,,,,"195,874,740",0.0036,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA18-6-25-1,25 Jun,2018,Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Birshi,,,,,,,,"35,291",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Amar A,,,,,,,,"46,945",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Amar B,,,,,,,,"51,458",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Dango,,,,,,,,"22,930",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kan Kade,,,,,,,,"10,897",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dan Iya,,,,,,,,"73,182",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dawaki,,,,,,,,"33,600",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Hardo,,,,,,,,"24,404",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kangere,,,,,,,,"26,466",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kundun Durum,,,,,,,,"31,469",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Makama A,,,,,,,,"38,096",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Makama B,,,,,,,,"21,046",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Miri,,,,,,,,"55,623",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Liman Katagum,,,,,,,,"34,113",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Tirwun,,,,,,,,"59,822",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-7-1-1,1 Jul,2018,,,744,14,22,,1.882,,,,"195,874,740",0.3798,0.0071,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,42,,,,,,,,"195,874,740",0.0214,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,178,,,,,,,,"195,874,740",0.0909,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,47,,,,,,,,"195,874,740",0.0240,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Federal Capital Territory ,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Gombe,,23,,,,,,,,"195,874,740",0.0117,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,70,,,,,,,,"195,874,740",0.0357,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,81,,,,,,,,"195,874,740",0.0414,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,54,,,,,,,,"195,874,740",0.0276,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kogi,,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Plateau,,10,,,,,,,,"195,874,740",0.0051,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,235,,,,,,,,"195,874,740",0.1200,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-7-8-1,8 Jul,2018,,,469,8,16,,1.706,,,,"195,874,740",0.2394,0.0041,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,45,,,,,,,,"195,874,740",0.0230,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,115,,,,,,,,"195,874,740",0.0587,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,5,,,,,,,,"195,874,740",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Gombe,,7,,,,,,,,"195,874,740",0.0036,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,122,,,,,,,,"195,874,740",0.0623,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,30,,,,,,,,"195,874,740",0.0153,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
