temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.889046808
1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0.38294152
1,0,1,1,1,3,0,0,1,1,0,0,1,0,0,1,1,0.812692617
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0.866000956
0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.262272696
0,1,1,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0.882286293
1,0,1,1,1,2,0,1,1,0,0,0,1,0,1,0,1,0.850663457
1,1,0,0,0,3,1,0,1,1,1,0,0,1,1,0,0,0.278451965
1,0,0,0,0,3,1,1,1,1,1,1,1,0,0,1,0,0.615611687
0,0,1,0,0,3,0,0,0,0,1,1,0,0,1,1,0,0.465020424
1,0,0,1,1,3,1,0,1,0,1,1,1,0,0,1,1,0.33285667
0,0,0,0,1,2,1,0,1,1,0,0,1,0,1,0,1,0.156756217
1,1,1,1,0,2,0,0,1,1,1,0,0,1,0,0,0,0.149435033
1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.759086763
0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,0.602510888
0,0,0,0,1,2,1,0,1,0,1,0,1,1,0,1,1,0.885323477
0,1,0,1,0,3,0,1,0,1,1,0,0,1,1,0,1,0.138853436
1,0,1,0,0,3,0,1,1,0,0,0,1,0,0,1,1,0.571914475
0,1,1,1,1,2,1,0,1,0,1,0,0,1,1,0,0,0.34698755
1,1,1,1,0,3,0,1,0,1,0,0,1,1,0,0,0,0.29752376
1,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0.028263824
0,0,1,0,0,2,1,0,1,1,1,0,0,1,1,1,0,0.58751
0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0.467391405
1,1,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0.352338133
0,1,1,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0.520240951
1,1,0,0,0,3,1,1,0,1,1,1,1,1,1,1,0,0.442046915
0,0,0,1,1,3,1,0,1,1,0,1,0,1,1,0,1,0.939370415
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.154726161
1,1,1,0,1,3,0,1,0,0,1,1,0,1,1,1,0,0.930086474
0,0,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0.869527976
1,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0.177356828
1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0.939208462
0,0,1,1,1,3,1,0,0,1,1,0,0,1,0,1,1,0.015307151
1,1,1,1,0,3,0,1,1,0,1,1,0,1,0,1,1,0.062823558
0,1,1,0,0,3,1,1,0,1,1,0,0,0,0,1,0,0.500106124
0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0.885969053
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0.638294448
1,1,1,0,1,3,1,0,0,1,0,1,0,0,1,1,1,0.171042733
0,1,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,0.5369031
1,0,0,1,0,3,0,0,1,0,1,1,1,1,1,1,1,0.471860453
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0.225889418
0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.757524276
1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0.903567194
1,0,0,1,0,2,0,1,0,1,0,1,0,0,1,1,1,0.756035006
0,0,1,0,0,3,1,0,0,0,1,1,0,1,1,0,1,0.752641463
1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0.296002626
1,0,1,0,1,3,0,1,1,0,1,1,0,1,0,0,0,0.63898765
1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0.918881382
1,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0.82995915
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.36899829
0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.513434379
1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0.215470653
1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0.161195471
0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0.624131025
1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.038637171
0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,1,0.976222922
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0.438270604
1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0.834307997
0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0.524656462
1,1,1,1,1,3,1,1,0,1,1,0,1,1,1,1,1,0.656662081
0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0.775288834
0,0,1,1,0,3,1,0,0,1,0,1,1,1,0,0,1,0.802090302
1,0,1,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0.297910115
1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0.735855671
1,0,1,0,1,2,0,0,0,0,1,1,0,0,1,1,1,0.810417278
0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0.147706667
1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0.100005639
0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0.090396232
0,0,1,1,0,3,0,0,1,1,1,1,1,0,1,1,0,0.512870834
1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.575651008
1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0.948159703
1,0,1,0,0,3,1,1,0,0,1,1,1,0,1,1,0,0.377795431
0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0.13247038
0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0.860864086
1,1,1,1,1,3,1,1,1,1,0,0,1,1,0,0,1,0.744683179
0,0,1,1,0,3,1,0,0,1,1,0,0,0,0,0,1,0.467504291
0,0,1,1,1,2,1,0,1,1,0,0,0,1,1,0,0,0.562963304
1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0.600767824
1,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0.066067344
1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.638985251
0,1,1,1,1,3,1,0,0,1,0,0,0,1,1,0,1,0.511988468
0,1,1,1,1,2,1,0,0,1,0,0,1,1,1,0,1,0.756428175
0,1,0,1,0,3,0,1,0,1,1,1,1,1,0,1,1,0.419960404
1,0,1,1,1,2,0,1,1,1,0,0,0,1,1,1,0,0.53028512
0,1,0,0,0,2,1,1,0,0,1,1,0,1,1,1,1,0.142912668
1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.939473552
0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0.763982182
1,0,1,0,1,2,1,1,1,1,1,1,0,1,1,1,1,0.279565287
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0.651632949
1,0,1,0,0,2,1,1,1,0,1,0,1,1,1,0,0,0.41601037
1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0.154137181
1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0.207797775
1,1,1,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0.039852059
0,1,1,0,1,2,1,0,1,1,1,0,0,0,1,1,1,0.500771168
0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.672622927
1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0.435083978
0,1,0,1,1,3,1,1,0,1,0,0,0,1,1,0,0,0.731927069
1,1,0,0,1,3,0,1,0,1,0,1,1,1,0,1,0,0.650769377
0,1,0,1,1,2,1,1,1,0,1,0,1,0,1,0,1,0.338452467
1,0,0,0,0,2,1,1,1,0,1,0,1,0,0,1,1,0.058078038
1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0.81913243
1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0.348076774
1,0,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,0.591232301
1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0.891948592
0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,1,0,0.070786604
0,0,0,0,0,3,1,1,1,0,1,1,1,1,0,1,1,0.878665668
0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0.499006073
0,0,1,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0.673941656
0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0.118918856
1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.424442561
0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0.195250033
0,1,1,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0.520978483
0,1,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0.782047313
1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0.870511689
0,1,1,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0.263506592
0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.41351085
1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0.911494459
1,0,1,0,1,3,0,1,0,1,1,0,1,1,0,1,1,0.920222439
0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.418898788
1,1,1,0,1,2,1,0,0,0,1,1,1,1,0,1,1,0.470623264
0,0,1,1,0,3,1,0,0,1,0,1,1,1,1,0,0,0.83193917
0,0,1,1,0,2,1,1,0,1,0,1,0,0,1,0,1,0.642571819
1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0.291867829
0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0.579963039
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.386508037
0,0,1,0,1,2,1,1,1,1,0,1,1,0,1,1,0,0.053116231
1,0,0,0,1,2,1,1,1,1,0,1,1,0,1,0,0,0.110536095
1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0.202878132
0,1,0,0,1,3,0,0,1,0,0,1,0,1,1,1,1,0.224824906
0,1,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0.562125732
0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0.495620457
0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0.803876605
1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0.255486037
0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.855932421
1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.910897414
1,0,0,1,1,2,0,0,1,1,1,0,0,1,1,1,1,0.466150006
1,1,0,0,0,3,1,1,1,1,0,1,1,0,0,0,1,0.298067636
1,0,1,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0.747660516
1,1,1,1,0,3,1,1,1,1,1,1,0,0,0,0,1,0.834440001
0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0.426474024
1,0,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,0.543776513
0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0.659664776
1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0.19555757
0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0.211491265
0,0,0,1,1,3,0,1,0,1,0,1,0,0,1,1,0,0.759235727
1,1,0,0,0,2,0,1,1,1,0,1,1,0,0,0,1,0.641167854
0,0,1,1,0,3,1,0,0,1,0,1,1,0,1,0,1,0.22623508
1,0,1,0,0,2,1,0,0,0,1,0,1,1,0,0,1,0.913738581
0,1,0,1,1,3,0,1,1,0,0,0,1,1,0,1,0,0.099704018
1,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,0,0.802966224
1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0.474998277
1,1,0,1,0,3,0,0,1,1,1,0,1,1,1,0,1,0.112448632
0,1,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0,0.780500044
0,1,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0.139069183
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.894686349
0,0,0,1,1,3,0,1,1,0,0,1,1,0,1,1,1,0.624763453
0,1,1,0,0,2,0,1,0,0,1,1,1,1,1,0,0,0.59311374
1,0,0,1,1,2,1,1,0,1,0,1,1,0,0,0,0,0.518989229
0,0,1,0,1,2,0,0,1,1,1,1,1,0,1,0,1,0.121274977
1,0,1,1,1,2,1,0,1,1,1,1,0,0,0,0,1,0.519601816
1,0,1,1,1,3,0,1,0,0,0,0,0,1,1,0,0,0.430993004
0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0.928044412
0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.091733557
1,1,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0.941954478
0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,0.316006742
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0.148849929
0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0.101180983
0,0,1,0,0,3,0,1,0,1,0,0,1,1,1,1,1,0.451850943
0,0,0,1,0,3,1,1,1,0,1,0,1,0,0,1,1,0.680606703
0,1,1,0,1,3,1,0,1,0,0,0,0,1,1,0,1,0.210849605
1,1,0,1,1,2,0,0,1,1,1,1,1,0,1,0,1,0.070730543
1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.147949278
1,1,1,0,0,2,1,1,1,1,1,0,1,0,1,1,0,0.31121958
1,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0.408113747
0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0.838087284
0,1,1,0,0,2,1,1,0,0,1,1,0,0,1,1,1,0.842784368
1,0,1,0,0,3,0,0,1,0,0,1,0,0,1,1,1,0.514251199
0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0.546181858
1,0,1,1,1,3,0,1,1,1,0,0,0,1,0,0,1,0.549202346
1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0.98611709
0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0.684353297
0,0,0,1,0,2,0,1,1,1,1,1,1,0,1,1,1,0.371709499
1,1,0,1,0,3,0,1,1,1,0,1,1,1,0,1,0,0.012887892
0,0,1,1,1,2,1,1,0,1,1,1,0,0,1,0,1,0.2408875
1,1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,0,0.055105641
0,0,0,1,0,2,1,1,0,1,1,1,1,1,0,0,1,0.269435431
1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0.09911095
0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.509754735
1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0.312608202
1,1,0,0,0,2,0,1,1,1,1,1,0,1,1,0,1,0.5380102
0,1,0,0,1,3,0,1,1,1,1,1,1,0,0,0,0,0.920060832
1,0,1,0,0,3,1,1,0,0,1,1,0,1,1,1,0,0.739684475
1,0,0,0,1,2,0,0,0,1,0,0,1,1,0,1,1,0.470157617
1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0.182546226
0,1,0,0,0,2,1,0,0,1,1,0,0,1,1,1,1,0.830050399
0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.634121296
1,1,0,0,1,2,1,1,1,1,1,0,1,1,1,0,1,0.962354341
0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0.436156116
0,0,0,0,0,2,0,1,1,1,1,1,0,0,1,0,0,0.71880801
1,0,1,0,0,3,1,1,1,0,0,0,1,1,1,1,1,0.717507568
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0.899294551
1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.317908238
1,1,0,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0.57657655
1,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0,1,0.606230056
1,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0.768130193
1,0,0,0,1,3,1,0,1,1,1,0,1,0,1,0,0,0.703499587
1,1,0,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0.532860699
1,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0.601354636
0,1,1,0,0,3,0,1,0,1,1,1,0,0,1,1,0,0.847038645
1,0,1,1,1,3,1,0,0,1,0,0,0,0,1,1,0,0.158196031
1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0.150649712
1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.06965299
0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0.667183698
0,1,0,0,1,3,0,1,0,0,1,1,1,1,1,1,0,0.362741072
0,0,0,1,1,3,0,1,1,1,0,1,1,0,0,1,0,0.639372632
1,0,1,1,1,3,0,1,0,1,1,1,1,0,1,0,1,0.317131331
1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0.374026229
0,1,0,0,1,2,1,1,1,0,0,1,1,1,0,0,1,0.53591301
0,0,0,1,1,3,0,1,1,1,0,0,0,1,0,0,1,0.651797786
0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,0,0.363220071
0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0.388970483
0,1,1,0,0,3,1,1,1,1,1,0,1,0,1,1,0,0.437514211
0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,1,1,0.072032761
1,1,0,0,0,2,1,1,0,0,0,1,1,1,1,1,0,0.906992151
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0.227273808
1,0,0,1,0,3,0,1,1,1,0,0,0,1,0,1,1,0.141705101
0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.434924226
0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0.673420671
1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0.138068135
1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.906021502
0,0,0,1,1,2,1,0,1,1,1,1,1,0,1,0,1,0.629405909
1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0.06638104
1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0.402745988
1,1,1,0,1,3,0,0,0,1,1,1,0,0,1,0,0,0.077928365
1,1,1,1,0,2,1,0,1,0,0,1,0,0,1,0,1,0.196578572
1,0,1,1,0,3,1,0,1,0,1,0,0,1,0,1,1,0.409661285
1,0,0,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0.265310265
1,0,1,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0.978599399
0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.610769458
1,1,0,0,0,3,1,1,0,0,0,0,1,1,1,1,1,0.908375873
0,1,1,1,0,3,1,1,1,1,1,1,1,1,0,0,0,0.154779291
0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,0.636611676
0,1,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0.957261494
0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0.816314194
0,0,1,1,1,2,1,0,1,0,1,0,1,0,1,0,0,0.929857136
1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0.793545611
0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0.328210737
0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,1,0.603818995
0,1,0,0,0,3,0,1,1,1,1,0,1,0,0,1,1,0.20073448
1,0,1,0,1,3,1,0,1,0,0,1,1,0,0,1,0,0.224762433
0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.375806836
1,0,0,0,1,3,1,0,0,1,0,1,1,1,0,1,1,0.280152894
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.261862582
0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,0,0.640144906
1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0.632173859
0,1,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0.186252929
0,0,1,1,0,2,0,0,1,0,1,1,1,1,0,0,1,0.306219585
0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0.145073238
1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0.896271062
0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,0,1,0.60570475
1,0,0,1,0,3,0,0,0,1,0,1,1,1,1,1,1,0.230131875
0,0,1,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0.878869225
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0.35209325
0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0.410682365
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.789339244
1,1,1,0,0,2,1,1,0,0,1,1,0,0,0,1,1,0.582479549
1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0.435284717
1,0,1,0,0,3,1,1,0,1,0,0,0,1,1,0,0,0.211194665
0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0.067050064
1,1,0,1,0,2,0,1,1,1,1,1,1,1,1,0,0,0.473997932
1,1,1,0,0,2,1,0,1,0,1,0,0,1,1,0,1,0.844372133
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0.013969845
0,0,1,0,0,3,0,1,0,1,1,0,0,0,1,1,0,0.771576816
0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0.207017647
1,1,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,0.316893398
0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0.910058511
1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.731269523
1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0.686248633
1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.525604832
1,1,0,1,0,3,1,1,1,1,0,0,0,1,0,1,0,0.285795267
0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0.136424237
1,1,0,0,1,3,1,1,0,0,1,0,1,1,0,1,1,0.714517183
1,1,1,1,0,3,1,0,1,0,0,1,1,0,0,1,0,0.785216803
1,0,1,1,0,3,1,1,1,0,1,0,0,1,0,0,1,0.632814947
0,1,0,1,1,3,1,1,0,0,1,1,0,1,0,0,1,0.554372122
1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0.95934902
0,0,0,0,1,3,1,0,0,0,1,0,1,1,1,1,1,0.412615294
1,1,1,0,1,2,0,0,0,1,0,1,1,0,1,1,1,0.013775334
1,0,0,0,1,3,1,0,0,0,1,1,0,1,1,1,1,0.274477056
1,1,0,0,1,2,1,1,0,0,0,0,1,0,1,1,0,0.506438198
1,1,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0.628615546
1,1,1,1,0,2,0,0,0,1,0,1,1,1,1,1,0,0.727846841
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0.264589604
0,1,1,1,0,2,1,1,0,1,1,0,1,0,1,1,1,0.353007409
0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0.527052881
1,0,0,1,1,3,0,1,0,0,1,1,1,1,0,0,0,0.895709699
0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0.666662187
0,1,0,0,1,3,1,1,1,0,1,1,0,0,0,0,1,0.187824918
1,1,0,0,1,3,0,0,0,1,1,1,0,1,1,0,1,0.026348527
0,0,0,1,1,2,1,0,0,1,1,0,0,1,0,1,0,0.046547771
0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0.290543226
0,0,0,1,1,2,0,1,0,1,1,0,0,1,1,0,1,0.69236345
0,1,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0.126912299
1,0,1,0,0,3,0,1,1,0,0,0,1,1,1,1,1,0.810907881
0,0,0,1,0,2,1,1,0,1,0,1,1,0,1,1,1,0.360083147
1,0,0,0,0,3,1,0,1,1,0,0,0,0,1,1,0,0.33556816
0,0,1,1,0,3,0,0,1,1,1,1,0,1,1,1,1,0.175214799
0,1,1,0,0,2,1,1,0,0,0,1,1,1,1,1,1,0.616470588
0,0,0,1,0,2,0,0,1,1,1,0,1,1,0,0,0,0.679272848
1,1,0,1,0,3,1,0,1,0,1,1,0,1,0,1,0,0.094654064
0,0,1,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0.650347666
1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.096463773
1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0.427931581
1,1,1,0,1,3,1,0,0,0,0,0,0,1,0,1,1,0.320189026
1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0.640912495
0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0.963627068
0,1,1,0,1,3,1,0,0,0,0,1,1,0,1,1,0,0.575402059
1,1,1,1,0,3,0,1,0,1,0,0,1,1,0,0,0,0.257998543
1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.793876625
1,0,1,1,0,3,1,1,0,1,0,0,1,0,0,0,0,0.934879938
1,0,1,0,0,2,0,1,0,0,1,1,1,0,1,1,1,0.599740241
0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,1,1,0.871560697
1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0.206051564
0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0.627516553
1,0,0,1,1,2,1,0,0,1,0,1,0,0,1,0,0,0.752225472
1,0,1,1,0,3,1,1,1,0,0,0,1,0,0,1,1,0.541455443
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0.732132116
1,1,0,1,0,3,0,0,1,0,1,0,0,0,1,1,0,0.533555976
1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.495875151
1,0,0,1,0,3,1,1,1,0,1,0,0,0,1,0,0,0.198581974
1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.644449057
0,1,1,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0.364114663
1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0.137114296
1,0,0,0,0,3,1,1,1,1,0,0,1,1,1,1,1,0.302625568
0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,1,1,0.803682953
1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0.804554186
0,1,0,0,0,2,1,1,0,0,1,1,0,0,1,0,1,0.899507515
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0.67107014
1,1,1,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0.419318619
0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0.95627344
0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0.786399969
0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0.461396654
0,0,1,0,1,3,1,1,0,1,1,0,1,0,1,1,1,0.390124355
0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.57305083
0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0.971041804
0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,1,0,0.121879405
